Name,Address,County,ig_xcord,ig_ycord
Kilmacud Pharmacy,"1a Drummartin Road, Kilmacud, Dublin 14",Dublin,318592.57,227940.46
Kingswood Pharmacy,"Ut. 6, Kingswood Shopping Centre, Tallaght, Dublin 24",Dublin,308860.77,229827.24
Kinsealy Pharmacy,"Unit 10, Feltrim Shopping Centre, Drynam Road, Swords, Co. Dublin",Dublin,319599.47,245423.13
Kinvara Pharmacy,"41 Kinvara Park, Navan Road, Dublin 7, D07p584",Dublin,311907.5346,236740.848
Lalor's Pharmacy,"69 Collins Avenue, Dublin 9",Dublin,318191.864,237758.817
Leech Pharmacy,"43 Ranelagh, Dublin 6",Dublin,316370.83,231902.74
Leonard's Corner Pharmacy Limited,"106 South Circular Road, Dublin 8",Dublin,314984.64,232703.36
Liam Murray Chemists Limited,"20/21 Talbot Street, Dublin 1",Dublin,316317.78,234808.45
Life Pharmacy,"241 Swords Road, Santry, Dublin 9",Dublin,316738.48,238989.02
Life Pharmacy,"Unit 18, Swan Shopping Centre, Rathmines, Dublin 6",Dublin,315585.9156,231761.0529
Littlepace Pharmacy,"Littlepace Shopping Centre, Clonee, Dublin 15",Dublin,304710.72,240508.78
Lloyd's Pharmacy,"The Meath Community Service, Heytesbury Street, Dublin 8",Dublin,315202.769,233116.038
Lloyds Pharmacy,"Unit 15, Omni Park Shopping Centre, Santry, Dublin 9",Dublin,316589.4396,239384.688
Lloyds Pharmacy,"Main Street, Shankill, Co. Dublin",Dublin,325302.7006,221665.6799
Lombard Pharmacy,"32 Lombard Street East, Dublin 2",Dublin,316642.21,234088.88
Lusk Pharmacy,"Unit 2, 69 Main Street, Lusk, Co. Dublin",Dublin,321564.22,254597.41
MacNamara's Pharmacy,"30 Main Street, Swords, Co. Dublin",Dublin,318220,246786.28
MacNamara's Pharmacy,"Boroimhe Shopping Centre, Boroimhe, Swords, Co. Dublin",Dublin,317130.44,245499.05
MacNamara's Pharmacy,"Unit 4, Swords Retail Centre, Dublin Road, Swords, Co. Dublin",Dublin,318053.44,246371.49
MacNamara's Pharmacy,"Macnamara's Pharmacy, Raheny Shopping Centre, Dublin 5",Dublin,321270.91,238204.65
Mackens Pharmacy Ltd,"41 Main Street, Blackrock, Co. Dublin",Dublin,321566.92,229372.41
Magner's Pharmacy,"Unit 24, Edenmore Shopping Centre, Edenmore, Dublin 5",Dublin,320984.23,239112.24
Magner's Pharmacy,"16 Kincora Avenue, Clontarf, Dublin 3",Dublin,319229.57,236303.54
Magner's Pharmacy,"Old Swiss Cottage Building, Swords Road, Santry, Dublin 9",Dublin,316793.07,239877.56
Magner's Pharmacy,"175 Howth Road, Killester, Dublin 3",Dublin,319429.59,237087.28
Manor Pharmacy,"21 Manor Street, Dublin 7, D07fp21",Dublin,314260.3736,234950.8169
Maple Pharmacy,"Unit 3, The Maple Centre, Navan Road, Cabra, Dublin 7",Dublin,313311.84,235870.8
Mark Ellis Pharmacy,"2 Alderwood Court, Dublin 24",Dublin,307895.671,227513.693
Marley Park Pharmacy,"Unit 3 Grange Road Retail Centre, Rathfarnham, Dublin 16",Dublin,315782.75,226595.41
Maxwell's Pharmacy,"Maxwell's, Unit 6, Orwell Shopping Centre, Orwell Park, Dublin 6w",Dublin,311903.96,228952.071
Maxwell's Pharmacy,"28 Castle Street, Dalkey, Co. Dublin",Dublin,326564.71,226864.02
McCabes Pharmacy,"Mccabe's Pharmacy, The Diamond, Main Street, Malahide, Co. Dublin",Dublin,322616.3446,246112.344
McCabes Pharmacy,"Mccabe's Pharmacy, The Diamond, Main Street, Malahide, Co. Dublin",Dublin,322616.3446,246112.344
McCabes Pharmacy,"Mccabe's Pharmacy, Unit 2, Yellow Walls Road, Malahide, Co. Dublin",Dublin,321518.7486,246144.616
McCabes Pharmacy,"Mccabe's Pharmacy, The Diamond, Main Street, Malahide, Co. Dublin",Dublin,322616.3446,246112.344
McCabes Pharmacy,"Mccabe's Pharmacy, Unit 1/2, Clarehall Shopping Centre, Malahide Road, Dublin 17",Dublin,321025.5636,240534.531
McCabes Pharmacy,"Units 17 - 19, Dundrum Town Centre, Dundrum, Dublin 16",Dublin,317261.91,227685.23
McCabes Pharmacy,"Mccabe's Pharmacy, Unit 2, Yellow Walls Road, Malahide, Co. Dublin",Dublin,321518.7486,246144.616
McCabes Pharmacy,"Caulfields Supervalue, Unit 1, Malahide Shopping Centre, Main Street Co. Dublin",Dublin,322673.1796,246150.033
McCartan's Pharmacy,"Unit 4, Carrickhills S.C., Portmarnock, Co. Dublin",Dublin,324288.38,244328.02
McCartan's Pharmacy,"Unit 1, Superquinn Shopping Centre, Sutton, Dublin 13",Dublin,323767.78,239177.11
McCartan's Pharmacy,"Unit 11, Block B, Castlemill Shopping Centre, Hamlet Lane, Balbriggan Co. Dublin",Dublin,318763.72,264055.06
McDermott's Pharmacy,"Mcdermotts, 5/6 Main Street, Howth, Co. Dublin, D13p2c1",Dublin,328702.9486,239024.32
McDermott's Pharmacy,"Mcdermotts, 5/6 Main Street, Howth, Co. Dublin, D13p2c1",Dublin,328702.9486,239024.32
McFadden's Pharmacy,"1a Prussia Street, Dublin 7",Dublin,314136.159,235085.956
McKay's Pharmacy,"33 Shanard Road, Santry, Dublin 9",Dublin,316025.66,239239.41
McKee Pharmacy,"2 Mc Kee Road, Finglas, Dublin 11",Dublin,313516.85,239227.52
McLaughlin's Pharmacy,"153 Drimnagh Road, Dublin 12",Dublin,311594.45,231707.74
McMeel's Pharmacy,"27 Strand Street, Skerries, Co. Dublin",Dublin,325464.1,260537.27
McNally Pharmacy,"Unit 1, Manor Mall Shopping Centre, Brackenstown, Swords, Co. Dublin",Dublin,316598.88,247033.41
Meagher's Chemist,"10 Upper Baggot Street, Dublin 4",Dublin,317000.56,232930.7
Meagher's Chemist,"69 Ranelagh Village, Ranelagh, Dublin 6",Dublin,316465.8,231839.76
Meagher's Pharmacy,"22 - 24 Sandford Road, Ranelagh, Dublin 6",Dublin,316742.49,231710.36
Meagher's Pharmacy,"The Gasworks Building, Barrow Street, Dublin 4",Dublin,317520.84,233598.47
Meagher's Pharmacy (Castletymon),"5 Castletymon Shopping Centre, Tallaght, Dublin 24",Dublin,310634.06,228518.52
Median Healthcare Pharmacy,"Unit 5, The Westway Centre, Ballymount Avenue, Dublin 12",Dublin,310002.524,230545.057
Medipharm,"7 Arbourfield Terrace, Dundrum Road, Dundrum, Dublin 14",Dublin,317056.52,229380.76
Medipharm Pharmacy,"16 South Great George's Street, Dublin 2",Dublin,315657.73,233918.22
Moloney's Pharmacy,"Grange Cross, Ballyfermot, Dublin 10",Dublin,309500.21,233725.72
Monkstown Pharmacy Limited,"26 Oliver Plunkett Road, Dun Laoghaire, Co. Dublin",Dublin,323203.89,227686.8
Moore's Pharmacy,"2 St. Agnes Road, Crumlin, Dublin 12",Dublin,312176.52,231362.98
Morehampton Pharmacy,"79 Morehampton Road, Donnybrook, Dublin 4",Dublin,317285.88,231884.19
Morgan's Pharmacy,"2-4 Fairview Strand, Fairview, Dublin 3",Dublin,317359.09,236125.3
Mount Merrion Pharmacy,"71 Deerpark Road, Mount Merrion, Co. Dublin",Dublin,319239,228779.56
Mulvey's Pharmacy,"2 Sandyford Village, Sandyford, Dublin 18",Dublin,318503.59,225856.08
Mulvey's Pharmacy,"Unit 2 The Village, Stepaside, Co. Dublin",Dublin,319209.09,223950.63
Mulvey's Pharmacy ,"Mulveys Pharmacy, 16/17 Main Street, Dundrum, Dublin 14, D14h0c9",Dublin,317038.7416,228056.7409
Murray's Pharmacy,"Unit 13, Killiney Shopping Cenre, Rochestown Avenue, Killiney, Co. Dublin",Dublin,324440.248,225715.858
Murray's Pharmacy,"56 Serpentine Avenue, Ballsbridge, Dublin 4",Dublin,318299.41,232591.33
New Bawn Pharmacy,"Unit 5 St. Dominic's Road Shopping Centre, Tallaght, Dublin 24",Dublin,309742.65,227340.49
Newcastle-Lyons Pharmacy Ltd,"Unit 4 Cornerpark, Newcastle, Co. Dublin",Dublin,300099.34,228778.89
Newtownpark Pharmacy,"3 Newtown Park, Blackrock, Co. Dublin",Dublin,321625.84,227830.89
Nolan's Pharmacy,"Unit 3, Glenageary Shopping Centre, Glenageary, Co. Dublin",Dublin,324469.26,227053.95
O'Connor's Pharmacy,"4/6 Bath Avenue, Sandymount, Dublin 4",Dublin,317686.24,233322.63
O'Dea's Pharmacy,"Lorcan Avenue, Santry, Dublin 9",Dublin,317484.09,239428.12
O'Donnell's Pharmacy,"Unit 2 Shankill Shopping Centre, Shankill, Co. Dublin",Dublin,325424.73,222026.07
O'Hara's Pharmacy,"14 Redmond's Hill, Dublin 2",Dublin,315467.752,233374.876
O'Keeffe's Pharmacy,"111 Malahide Road, Donnycarney, Dublin 3",Dublin,318375.4,237305.27
O.D.C. Pharmacy,"Kilnamanagh Shopping Centre, Tallaght, Dublin 24",Dublin,309341.467,228889.77
O.D.C. Pharmacy,"Unit 2, Laurel Lodge Shopping Centre, Castleknock, Dublin 15",Dublin,308041.93,237594.55
Old County Pharmacy Ltd,"111 Old County Road, Crumlin, Dublin 12",Dublin,312998.22,232103.56
Palmerstown Pharmacy,"Unit 3, Aldi Complex, Old Lucan Road, Palmerstown, Dublin 20",Dublin,308219.656,235326.797
Park Pharmacy,"Unit 2, Park Shopping Centre, Prussia Street, Dublin 7",Dublin,314128.41,235321.24
Park Pharmacy (Cabinteely) Ltd,"Unit 2, Park Shopping Centre, Cabinteely, Dublin 18",Dublin,322701.88,225107.79
Parkwest Pharmacy,"The Plaza, Parkwest Business Park, Nangor Road, Dublin 12",Dublin,308569.06,232473.95
Parnell Pharmacy,"35-41 Parnell Street, Dublin 1",Dublin,315580.31,234757.78
Patrick Street Pharmacy,"7 Ardilaun Court, Patrick Street, Dublin 8",Dublin,315104.09,233710.6
Pelly's Pharmacy Ltd,"26 Fassaugh Avenue, Cabra West, Dublin 7",Dublin,313675.65,236535.79
Perrystown Pharmacy,"182 Whitehall Road West, Perrystown, Dublin 12",Dublin,312051.59,229937.43
Pharmacy Department,"Peamount Hospital, Newcastle, Co. Dublin",Dublin,301298.22,230701.89
Pharmacy Department - A. M. N. C. H.,"Tallaght, Dublin 24",Dublin,308195.8,227903.54
Pharmacy Department - Cappagh Hospital,"Finglas, Dublin 11",Dublin,311296.03,239526.26
Pharmacy Department - Leopardstown Park Hospital,"Foxrock, Dublin 18",Dublin,320065.04,225782.58
Pharmacy Department - St. Patrick's Hospital,"P.O. Box 136, James's Street, Dublin 8",Dublin,313814.96,233975.37
"Pharmacy Department, Beacon Hospital","Sandyford, Dublin 18",Dublin,318789.19,226613.11
"Pharmacy Department, Beaumont Hospital","Beaumont Road, Beaumont, Dublin 9",Dublin,318236.44,239272.33
"Pharmacy Department, Bon Secours Hospital","Glasnevin, Dublin 9",Dublin,315358.18,237561.99
"Pharmacy Department, Children's University Hospital","Temple Street, Dublin 1",Dublin,315765.47,235457.88
"Pharmacy Department, Connolly Hospital","Blanchardstown, Dublin 15",Dublin,308621.21,238816.27
"Pharmacy Department, Coombe Women & Infants University Hospital","Cork Street, Dolphins Barn, Dublin 8",Dublin,314022,232960.23
"Pharmacy Department, Mater Misericordiae University Hospital","Eccles Street, Dublin 7",Dublin,315346.91,235726.37
"Pharmacy Department, Mater Private Hospital","Pharmacy Department, Eccles Street, Dublin 7",Dublin,315610.5,235580.97
"Pharmacy Department, National Maternity Hospital","Holles Street, Dublin 2",Dublin,316879.34,233631.77
"Pharmacy Department, National Rehabilitation Hospital","Rochestown Avenue, Dun Laoghaire, Co. Dublin",Dublin,323286.41,226618.1
"Pharmacy Department, Our Lady's Hospice","Harold's Cross, Dublin 6W",Dublin,314552.45,232049.92
"Pharmacy Department, Our Lady's Hospital For Sick Children","Crumlin, Dublin 12",Dublin,312080.59,231933.93
"Pharmacy Department, Rotunda Hospital","Parnell Square, Dublin 1",Dublin,315603.81,235037.94
"Pharmacy Department, Royal Victoria Eye And Ear Hospital","Royal Victoria Eye And Ear Hospital, Adelaide Road, Dublin 2",Dublin,316220.82,232789.22
"Pharmacy Department, St Luke's Hospital","Highfield Road, Rathgar, Dublin 6",Dublin,315529.35,230248.04
"Pharmacy Department, St. Columcille's Hospital","Loughlinstown, Co. Dublin",Dublin,324726.01,222982.95
"Pharmacy Department, St. Francis Hospice","Station Road, Raheny, Dublin 5",Dublin,321489.59,238724.97
"Pharmacy Department, St. James' Hospital","James's Street, Dublin 8",Dublin,313699.71,233584.82
"Pharmacy Department, St. John Of God Hospital Stillorgan","Stillorgan, Co. Dublin",Dublin,320610.94,227699.03
"Pharmacy Department, St. Michaels Hospital","Lower Georges Street, Dun Laoghaire, Co. Dublin",Dublin,324171.67,228644.5
"Pharmacy Department, St. Vincent's Private Hospital","Pharmacy Department, Merrion Road, Dublin 4",Dublin,319125.97,231053.23
"Pharmacy Department, St. Vincent's Psychiatric Hospital","Convent Avenue, Richmond Road, Fairview, Dublin 3, Dublin 3",Dublin,316945.81,236571.68
"Pharmacy Department, St. Vincent's University Hospital","Elm Park, Dublin 4",Dublin,319125.97,231053.23
Pharmacy Merrion Centre Ltd,"Merrion S. Centre, Merrion Road, Dublin 4",Dublin,319070.94,231309.22
Pharmacy O'Regan,"4 Drogheda Street, Balbriggan, Co. Dublin",Dublin,320268.47,263758.53
Pharmacy O'Regan,"67 Vernon Aveune, Clontarf, Dublin 3",Dublin,320194.06,236167.35
Pharmacy O'Regan,"36a Talbot Street, Dublin 1",Dublin,316444.77,234847.07
Pharmacy O'Regan,"Unit 4 - 6, Old Bawn Shopping Centre, Tallaght, Dublin 24",Dublin,309855.394,226319.142
Pharmacy O'Reilly,"38 Tonlegee Road, Coolock, Dublin 5",Dublin,320121.04,239104.2
Pharmacy O'Reilly,"2 Mornington Park, Malahide Road, Artane, Dublin 5",Dublin,319315.42,238374.91
Pharmhealth Integrative Pharmacy,"Henry Grattan Building, Dublin City University, Glasnevin, Dublin 9",Dublin,316184.09,238508.95
Phelan's Pharmacy,"Unit 1, Mount Saint Anne's, Milltown, Dublin 6",Dublin,316918.218,230655.962
Phelan's Pharmacy,"633 South Circular Road, Kilmainham, Dublin 8",Dublin,312760.18,233513.385
Phelans Pharmacy,"22 Lower Clanbrassil Street, Dublin 8",Dublin,315037.22,232980.17
Poppintree Pharmacy,"Unit 6, Poppintree Neighbourhood Centre, Poppintree Parade, Ballymun, Dublin 11",Dublin,314682,240219.03
Prescription Services Limited (Reddy's Pharmacy),"Reddy's Pharmacy, 167 Saint Mobhi Road, Dublin 9",Dublin,315243.57,237001.76
Price's Medical Hall,"26 Clare Street, Dublin 2",Dublin,316464.42,233757.71
Procare Pharmacy U.C.D.,"The Pharmacy, Ucd Student Centre, University College Dublin, Stillorgan Road, Dublin 4",Dublin,318183.75,230119.547
Pure Pharmacy,"Terminal 2, Dublin Airport, Co. Dublin",Dublin,317008.969,243170.156
Pure Pharmacy,"Unit 4, The Barley Store, Baker's Yard, Portland Street North, Dublin 1",Dublin,316076.4386,235775.453
Pure Pharmacy,"Unit 4, Phoenix Shopping Centre, Ballyfermot Road, Dublin 10",Dublin,308490.5366,233901.7289
Quinn's Medical Hall (Malahide) Limited,"1a Church Road, Malahide, Co. Dublin",Dublin,322703.2,246038.35
Rafferty Chemist Ltd,"Unit 6, Cornelscourt S. Centre, Cornelscourt, Dublin 18",Dublin,322794.37,225555.9
Rafferty Chemist Ltd,"Stillorgan S. Centre, Stillorgan, Co. Dublin",Dublin,320020.91,228043.38
Rathcoole Pharmacy,"Unit 1, Rathcoole Shopping Centre, Rathcoole, Co. Dublin",Dublin,302407.94,226765.26
Rathgar Pharmacy,"5-7 Terenure Road East, Rathgar, Dublin 6",Dublin,315032.25,230411.76
Rathmines Pharmacy,"114 Lower Rathmines Road, Rathmines, Dublin 6",Dublin,315664.33,232030.08
Reidy's Pharmacy Ltd,"Main Street, Rathcoole, Co. Dublin",Dublin,301799.07,226721.13
Reilly's Pharmacy,"Unit 2, Bertram Court, Cornmarket, Dublin 8",Dublin,314814.594,233955.75
Reilly's Pharmacy Clondalkin,"5 Castle Crescent, Monastery Road, Clondalkin, Dublin 22",Dublin,307333.75,231284.55
Remedi Pharmacy,"Unit 8, Custom House Square, Irish Financial Services Centre, Dublin 1",Dublin,317079.97,234650.53
Reynolds Pharmacy,"42 Manor Road, Palmerstown, Dublin 20",Dublin,308706.6,234680.01
Rivervalley Pharmacy,"Unit 1 -Rivervalley S.C., Swords, Co. Dublin",Dublin,316740.5,246127.75
Rivervalley Pharmacy,"River Valley Shopping Centre, River Valley Road, Swords, Co. Dublin",Dublin,316668.5,246150.75
Roches Chemist,"165 Upper Rathmines Road, Rathmines, Dublin 6",Dublin,315657.09,230884.74
Rockfield Pharmacy,"Unit 2, Rockfield Central, Dublin 16, D16 K295",Dublin,317582.9696,227653.1249
Rockville Pharmacy,"7 Rockville Road, Newtown Park Avenue, Blackrock, Co. Dublin",Dublin,321945.08,228226.08
Roebuck Pharmacy,"7 Farmhill Road, Goatstown, Dublin 14",Dublin,317617.67,228989.33
Rossfield Pharmacy,"Brookfield Enterprise Centre, Rossfield Avenue, Dublin 24",Dublin,306395.563,227567.234
Rush Allcare Pharmacy,"37 Upper Main Street, Rush, Co. Dublin, K56fn29",Dublin,326386.9646,254181.501
Ryan's Pharmacy G.S.C.,"Unit 1, Greendale Shopping Centre, Kilbarrack, Dublin 5",Dublin,322766.364,238813.062
Saggart Pharmacy,"Unit 12, Slade Castle Court, Saggart, Co. Dublin",Dublin,303675.0316,226584.4529
Saint Patrick's Pharmacy Ltd,"St. Patrick's Road, Greenhills, Dublin 12",Dublin,311548.24,230120.4
Sam McCauley Chemists,"Aldi Shopping Centre, Newlands Cross, Clondalkin, Dublin 22",Dublin,307072.94,230456.09
Sam McCauley Chemists,"65/66 Glasthule Road, Dun Laoghaire, Co. Dublin",Dublin,325211.16,227941.75
Sandycove Pharmacy,"60 Glasthule Road, Dun Laoghaire, Co. Dublin",Dublin,325230.38,227933.1
Sandymount Pharmacy,"1a Sandymount Green, Sandymount, Dublin 4",Dublin,318952.66,232797.52
Shannon's Pharmacy,"Rosemount Shopping Centre, Marian Road, Rathfarnham, Dublin 14",Dublin,313509.046,228010.436
Shannon's Templeogue Pharmacy,"Templeogue Village, Templeogue, Dublin 6W",Dublin,313105.37,228882.267
Sheane's Pharmacy,"92 Foxrock Avenue, Foxrock, Dublin 18",Dublin,321940.5,226826.46
Shelbourne Pharmacy Limited,"19 Irishtown Road, Dublin 4",Dublin,318345.5,233630.06
Sheridan's Pharmacy,"Unit 0, Roselawn Shopping Centre, Roselawn, Blanchardstown, Dublin 15",Dublin,307726.906,238138.172
Shopping Centre Pharmacy Limited,"Superquinn Shopping Centre, Sundrive Road, Kimmage, Dublin 6W",Dublin,313836.02,231205.71
Skerries Allcare Pharmacy,"38 Strand Street, Skerries, Co. Dublin, K34ry73",Dublin,325407.9476,260457.727
Slievemore Pharmacy,"Old Dublin Road, Stillorgan, Co. Dublin",Dublin,320010.08,228391.56
Smith's Pharmacy,"409 North Circular Road, Dublin 7, D07w954",Dublin,315418.2446,235868.6439
South Circular Pharmacy,"80, South Circular Road, Dublin 8",Dublin,315075.2,232707.61
South William Street Pharmacy,"38 South William Street, Dublin 2",Dublin,315715.84,233700.11
Springfield Medicare Limited,"Springfield Medicare Ltd, Alderwood Court, Tallaght, Dublin 24",Dublin,307935.6,227540.61
St. Brendan's Hospital c/o St. Mary's Hospital,"St. Mary's Hospital, Phoenix Park, Dublin 20",Dublin,310817.053,234621.068
St. Gabriel's Pharmacy,"28 St. Gabriel's Road, Clontarf, Dublin 3",Dublin,320922.23,236444.16
St. James's Late Night Pharmacy,"The Concourse, St. James's Hospital, James's Street, Dublin 8",Dublin,313413.47,233382.38
Stack's Pharmacy,"Units 4 - 5 Harts Corner, Glasnevin, Dublin 9",Dublin,315078.09,236464.72
Stack's Pharmacy,"Unit 6, Holmpatrick Shopping Centre, Shenick Road, Skerries, Co. Dublin",Dublin,325524.06,259514.46
Stack's Pharmacy,"Lusk Shopping Centre, Station Road, Lusk, Co. Dublin",Dublin,321794.69,254457.89
Stanley's Pharmacy Ltd,"Unit 3, Mountview Shopping Centre, Blanchardstown, Dublin 15",Dublin,306161.39,238948.21
Stationview Construction Ltd,"Unit 3, Bayside Shopping Centre, Bayside, Dublin 13",Dublin,323767.78,239177.11
Strand Street Pharmacy,"88a Strand Street, Skerries, Co. Dublin, K34c974",Dublin,325363.2166,260496.867
Summerhill Pharmacy,"4 Bakers's Street, Portland Street, Dublin 1",Dublin,316152.438,235752.453
Superpharm Chemists,"Unit 8, Main Centre, Finglas, Dublin 11",Dublin,313303.48,238992.18
Sutton Cross Pharmacy,"Sutton, Dublin 13",Dublin,325863.167,239334.167
Swords Castle Pharmacy,"Bridge Street, Castle Shopping Centre, Swords, Co. Dublin",Dublin,318203.156,246895.516
TCP,"Temperature Controlled Pharmaceuticals, Unit 15-17, Willow Business Park, Knockmitten Lane, Dublin 12",Dublin,309070.5636,231821.9999
Terenure Pharmacy,"86 Terenure Road East, Dublin 6",Dublin,314516.26,230227.38
Tesco Pharmacy,"Millfield Shopping Centre, Naul Road, Balbriggan, Co. Dublin",Dublin,319368,263385.7
The Rise Pharmacy,"Unit 1, The Rise, Glasnevin, Dublin 9",Dublin,315666.564,237911.896
The Rise Pharmacy,"31 The Rise, Mount Merrion, Co. Dublin",Dublin,319456.72,229136.88
The Strand Pharmacy Limited,"Unit 1, 149 North Strand Road, Dublin 3",Dublin,317030.656,235507.766
The Temple Bar Pharmacy,"21 Essex Street East, Temple Bar, Dublin 2",Dublin,315631.91,234196.92
The Village Pharmacy,"19 Main Street, Coolock Village, Dublin 5",Dublin,319721.24,239099.15
Thom's Pharmacy,"151 Kimmage Road Lower, Dublin 6w, D6W NY95",Dublin,313949.2216,231302.4249
Thomas Street Pharmacy,"55 Thomas Street, Dublin 8",Dublin,314730.531,233849.75
Tony Walsh Pharmacy Rathfarnham Ltd,"Rathfarnham Shopping Centre, Rathfarnham, Dublin 14",Dublin,313570.88,228704.55
Touchstone Pharmacy,"Main Street, Mulhuddart, Dublin 15",Dublin,306558.85,240384.93
Tracey's Pharmacy,"18 Eden Quay, Dublin 1",Dublin,316060.054,234517.684
Trinity Pharmacy,"40 Westland Row, Dublin 2, D02hw74",Dublin,316530.0096,233907.3899
Tully's Pharmacy,"439, Howth Road, Raheny, Dublin 5",Dublin,321685.7,238192.46
Unicare Pharmacy,"Coolock Village Shopping Centre, Coolock, Dublin 5",Dublin,319748.43,239204.81
Unicare Pharmacy,"Blackrock Shopping Centre, Blackrock, Co. Dublin",Dublin,321385.79,229494.68
Unicare Pharmacy,"8 Terenure Road East, Rathgar, Dublin 6",Dublin,315020.22,230436.98
Walsh's Pharmacy,"491 South Circular Road, Rialto, Dublin 8",Dublin,313332.97,233216.86
We Care Pharmacy,"T’Û’äs, 66 Saint Agnes Road, Dublin 12",Dublin,312124.563,230921.757
Wexford Street Pharmacy,"6 Wexford Street, Dublin 2, D02eh30",Dublin,315509.8996,233288.2239
Your Local Pharmacy,"310 Ballyfermot Road, Ballyfermot, Dublin 10",Dublin,309684.47,233712.99
Your Local Pharmacy,"Unit 2, Mc Govern's Corner, Cork Street, Dublin 8",Dublin,314165.41,233228.42
Your Local Pharmacy,"Unit 6 Superquinn S. Centre, Ballinteer Avenue, Dublin 16",Dublin,316577.17,226397.73
Your Local Pharmacy,"Unit C6, Beacon South Quarter, Sandyford Industrial Estate, Sandyford, Dublin 18",Dublin,319056.22,226800.66
