ID,AREA_DESC,ROADNAME,Area,TOTAL_SPACES,DIPPED_FOOTPATH,PARK_SIGN,ROAD_MARKING,OCCUPIED,Adjacent_Services,LAT,LONG
842,RiverValley Shopping Centre,Rathingle Road,,2, , ,Yes,No,"Chemist, Post Office",53.45262269,-6.243559623
843,"St. Finians Church, RiverValley",Rathingle Road,,2, , ,Yes,No,Church,53.45339418,-6.241031641
844,"St. Finians Church, RiverValley",Rathingle Road,,2, , ,Yes,No,Church,53.45340522,-6.241085181
845,Swiftcare Clinic,Airside Retail Park,,5, , ,Yes,No,Health Centre,53.44499718,-6.224838115
846,Swiftcare Clinic,Airside Retail Park,,5, , ,Yes,No,Health Centre,53.44500932,-6.224789906
847,Swiftcare Clinic,Airside Retail Park,,5, , ,Yes,No,Health Centre,53.44501869,-6.224740274
848,Swiftcare Clinic,Airside Retail Park,,5, , ,Yes,No,Health Centre,53.44502806,-6.224690639
849,Swiftcare Clinic,Airside Retail Park,,5, , ,Yes,No,Health Centre,53.44503823,-6.224633279
850,Wright Venue,Airside Retail Park,,2, , ,Yes,No,Night Club,53.44542199,-6.224060212
851,Wright Venue,Airside Retail Park,,2, , ,Yes,No,Night Club,53.44540158,-6.224047215
852,Fun Galaxy Play Centre,Airside Retail Park,,2, , ,Yes,No,Play Centre,53.44488408,-6.223287099
853,Fun Galaxy Play Centre,Airside Retail Park,,2, , ,Yes,No,Play Centre,53.44489622,-6.223238889
854,Metropoint Business Park,Dublin Road,, , , ,Yes,No,Retail Park,53.43777671,-6.227206093
855,Metropoint Business Park,Dublin Road,,2, , ,Yes,No,Retail Park,53.43793472,-6.226305824
856,Metropoint Business Park,Dublin Road,,2, , ,Yes,No,Retail Park,53.4379333,-6.226210207
857,Metropoint Business Park,Dublin Road,,2, , ,Yes,No,Retail Park,53.43749734,-6.226361014
858,Metropoint Business Park,Dublin Road,,2, , ,Yes,No,Retail Park,53.43749605,-6.226274092
859,Metropoint Business Park,Dublin Road,, , , ,Yes,No,Retail Park,53.43734744,-6.225884544
860,Metropoint Business Park,Dublin Road,, , , ,Yes,No,Retail Park,53.43753474,-6.227218345
861,Coachmans Inn,Dublin Road,,2, , ,Yes,No,"Restaurant, Pub",53.4322757,-6.229173203
862,Coachmans Inn,Dublin Road,,2, , ,Yes,No,"Restaurant, Pub",53.43227475,-6.229108538
863,Boroimhe Shopping Centre,Forest Road,,2, ,TRUE,Yes,No,"Shopping Centre, Supermarket, GP, Dentist, Chemist, Creche",53.44683773,-6.237328577
864,Boroimhe Shopping Centre,Forest Road,,2, ,TRUE,Yes,No,"Shopping Centre, Supermarket, GP, Dentist, Chemist, Creche",53.4467784,-6.237256398
865,Boroimhe Shopping Centre,Forest Road,,2, ,TRUE,Yes,No,"Shopping Centre, Supermarket, GP, Dentist, Chemist, Creche",53.44659965,-6.237685783
866,Boroimhe Shopping Centre,Forest Road,,2, ,TRUE,Yes,No,"Shopping Centre, Supermarket, GP, Dentist, Chemist, Creche",53.44657969,-6.237726798
867,Ridgewood Neighbourhood Centre,Ridgewood Avenue,, , ,TRUE, ,No,"Supermarket, Chemist",53.44465983,-6.244103993
868,Little Apples Creche,Applewood Lane,, , , ,Yes,No,Creche,53.47069565,-6.229272949
869,Eurospar Applewood,Applewood Main Street,, , ,TRUE,Yes,No,"Supermarket, Takeaway",53.47089999,-6.231649654
870,Applewood Medical and Dental Centre,Applewood Main Street,, , ,TRUE,Yes,No,"Health Centre, GP, Dentist, Chemist",53.47112976,-6.232825461
871,Thornleigh Educate Together National School,Applewood,, , , ,Yes,No,Primary School,53.47206521,-6.233506507
872,Gaelscoil Brian Boroimhe,Castleview,,2, , ,Yes,No,Primary School,53.47307548,-6.249430324
873,Gaelscoil Brian Boroimhe,Castleview,,2, , ,Yes,No,Primary School,53.47305358,-6.249465536
874,"Swords Educate Together, Gaelscoil Brian Boroimhe",Castleview,,2, , ,Yes,No,Primary School,53.47274999,-6.249303218
875,"Swords Educate Together, Gaelscoil Brian Boroimhe",Castleview,,2, , ,Yes,No,Primary School,53.47273264,-6.249250016
876,Swords Educate Together,Castleview,,2, , ,Yes,No,Primary School,53.47261959,-6.249983358
877,Swords Educate Together,Castleview,,2, , ,Yes,No,Primary School,53.47264957,-6.249967419
878,Lusk National School,Chapel Road,,2, , ,Yes,No,Primary School,53.5289351,-6.16867545
879,Lusk National School,Chapel Road,,2, , ,Yes,No,Primary School,53.52879643,-6.168252757
880,Centra Dun Emer,Dun Emer Avenue,, , , ,Yes,No,"Newsagent, Creche",53.52413195,-6.1740366
881,Emmaus Retreat and Conference Centre,Balheary,,2, , ,Yes,No,Retreat & Conference Centre,53.47386303,-6.215512774
882,Emmaus Retreat and Conference Centre,Balheary,,2, , ,Yes,No,Retreat & Conference Centre,53.47389618,-6.21550064
883,Emmaus Retreat and Conference Centre,Balheary,,3, , ,Yes,No,Retreat & Conference Centre,53.47379744,-6.216527327
884,Emmaus Retreat and Conference Centre,Balheary,,3, , ,Yes,No,Retreat & Conference Centre,53.47379168,-6.216570533
885,Emmaus Retreat and Conference Centre,Balheary,,3, , ,Yes,No,Retreat & Conference Centre,53.47378848,-6.216613631
886,Fingallians GAA Club,Spittal Hill,,2, , ,Yes,No,Sports Club,53.46624783,-6.213519028
887,Fingallians GAA Club,Spittal Hill,,2, , ,Yes,No,Sports Club,53.46623034,-6.213543716
888,Fingallians GAA Club,Spittal Hill,,2, , ,Yes,No,Sports Club,53.46599746,-6.213503596
889,Fingallians GAA Club,Spittal Hill,,2, , ,Yes,No,Sports Club,53.46597785,-6.213466493
890,Fingallians GAA Club,Spittal Hill,,2, , ,Yes,No,Sports Club,53.46679336,-6.213278518
891,Fingallians GAA Club,Spittal Hill,,2, , ,Yes,No,Sports Club,53.46678095,-6.213245104
892,Emmaus Retreat and Conference Centre,Balheary,, , , ,Yes,No,Retreat & Conference Centre,53.47409541,-6.216121429
893,Teagasc Kinsealy Research Centre,Malahide Road,, , , ,Yes,No,Teagasc,53.42271981,-6.174624525
894,Teagasc Kinsealy Research Centre,Malahide Road,,2, , ,Yes,No,Teagasc,53.42238256,-6.175902765
895,Teagasc Kinsealy Research Centre,Malahide Road,,2, , ,Yes,No,Teagasc,53.42234959,-6.17590879
896,Kinsealy Garden Centre,Malahide Road,,2, , ,Yes,No,Garden Centre,53.42313385,-6.17678837
897,Kinsealy Garden Centre,Malahide Road,,2, , ,Yes,No,Garden Centre,53.42315516,-6.176792308
898,Innisfail GAA Club,Carrs Lane,, , ,TRUE, ,No,Sports Club,53.41086558,-6.183871997
899,Eurospar,Holywell,, , , ,Yes,No,Supermarket,53.44513468,-6.210349101
900,St. Nessans Community School,Moyclare Road,, , , ,Yes,No,Secondary School,53.39238501,-6.130784369
901,Santa Sabina Dominican College Sutton,Greenfield Road,,2, , ,Yes,No,Secondary School,53.38782059,-6.100799365
902,Santa Sabina Dominican College Sutton,Greenfield Road,,2, , ,Yes,No,Secondary School,53.3877923,-6.100810832
903,Sportslink,NA,,4, , ,Yes,No,Sports Club,53.40783547,-6.244559185
904,Sportslink,NA,,4, , ,Yes,No,Sports Club,53.40783475,-6.244510412
905,Sportslink,NA,,4, , ,Yes,No,Sports Club,53.40783407,-6.244464425
906,Sportslink,NA,,4, , ,Yes,No,Sports Club,53.40783342,-6.244419834
907,Mater Christi Secondary School,Cappagh Road,, , , ,Yes,No,Secondary School,53.39244216,-6.323118021
908,Trinity Gaels GAA Club,Drumnigh Road,,2, , ,Yes,No,Sports Club,53.41400289,-6.164830791
909,Trinity Gaels GAA Club,Drumnigh Road,,2, , ,Yes,No,Sports Club,53.41394373,-6.16485766
910,Tyrrelstown Educate Together National School,Powerstown Road,, , , ,Yes,No,Primary School,53.41485643,-6.39047653
911,Castaheany Educate Together National School,Ongar Village,,2, , ,Yes,No,Primary School,53.39371355,-6.441045515
912,Castaheany Educate Together National School,Ongar Village,,2, , ,Yes,No,Primary School,53.39374469,-6.441032291
913,Lidl Supermarket,Blakestown Way,,3, , ,Yes,No,Supermarket,53.39609705,-6.400590952
914,Lidl Supermarket,Blakestown Way,,3, , ,Yes,No,Supermarket,53.39609149,-6.400540824
915,Lidl Supermarket,Blakestown Way,,3, , ,Yes,No,Supermarket,53.39608665,-6.40049301
916,St. Philip the Apostle Church,Mountview Road,, , , ,Yes,No,Church,53.39085236,-6.407421152
917,Healthwell Clinic,Clonsilla Road,, , , ,Yes,No,"GP, Health Centre",53.38259979,-6.406759524
918,Church of the Latter Day Saints Clonsilla,Clonsilla Road,,2, , ,Yes,No,Church,53.38251486,-6.413060737
919,Church of the Latter Day Saints Clonsilla,Clonsilla Road,,2, , ,Yes,No,Church,53.38250292,-6.412996313
920,St. Thomas National School,Castleknock Vale,,2, , ,Yes,No,Primary School,53.37816293,-6.37696867
921,St. Thomas National School,Castleknock Vale,,2, , ,Yes,No,Primary School,53.37813524,-6.376996982
922,St. Mochtas Church,Luttrellstown Road,,2, , ,Yes,No,Church,53.37125794,-6.405187855
923,St. Mochtas Church,Luttrellstown Road,,2, , ,Yes,No,Church,53.37119811,-6.405316036
924,St. Margarets Church,NA,, , , ,Yes,No,Church,53.43077441,-6.301219235
925,St. Catherines Park,NA,,2, , ,Yes,No,Park,53.36724951,-6.465646099
926,St. Catherines Park,NA,,2, , ,Yes,No,Park,53.36721982,-6.465491887
927,St. Catherines Park,NA,,2, , ,Yes,No,Park,53.36719804,-6.465371202
928,St. Catherines Park,NA,,2, , ,Yes,No,Park,53.36716906,-6.46521446
929,St. Catherines Park,NA,,2, , ,Yes,No,Park,53.36715036,-6.465099925
930,St. Catherines Park,NA,,2, , ,Yes,No,Park,53.36712284,-6.464940626
931,St. Catherines Park,NA,,2, , ,Yes,No,Park,53.36710341,-6.46482737
932,St. Catherines Park,NA,,2, , ,Yes,No,Park,53.36726595,-6.465759463
933,St. Michaels School,Knockmaroon,,2, , ,Yes,No,"Primary School, Secondary School",53.35638386,-6.354944737
934,St. Michaels School,Knockmaroon,,2, , ,Yes,No,"Primary School, Secondary School",53.35635466,-6.354909297
935,Santry Demesne Park,Swords Road,, , , ,Yes,No,Park,53.39915688,-6.244885291
936,TLC Centre Nursing Home,Northwood Park,, , , ,Yes,No,Nursing Home,53.4050685,-6.252497089
937,Gulliver Retail Park,Northwood,,4, , ,Yes,No,Retail Park,53.40514536,-6.2608162
938,Gulliver Retail Park,Northwood,,2, , ,Yes,No,"Supermarket, Chemist, GP, Cafe",53.40362333,-6.260281473
939,Gulliver Retail Park,Northwood,,2, , ,Yes,No,"Supermarket, Chemist, GP, Cafe",53.4036318,-6.260332839
940,Gulliver Retail Park,Northwood,,2, , ,Yes,No,"Supermarket, Chemist, GP, Cafe",53.40358014,-6.260056997
941,Gulliver Retail Park,Northwood,,2, , ,Yes,No,"Supermarket, Chemist, GP, Cafe",53.40357173,-6.260009939
942,Northwood Fitness Centre,Northwood,,2, , ,Yes,No,Gym,53.40173146,-6.257716129
943,Northwood Fitness Centre,Northwood,,2, , ,Yes,No,Gym,53.40171164,-6.257702742
944,IKEA,St. Margarets Road,,6, ,TRUE,Yes,No,Furniture Store,53.40679843,-6.276210929
945,IKEA,St. Margarets Road,,6, ,TRUE,Yes,No,Furniture Store,53.4067978,-6.276265084
946,IKEA,St. Margarets Road,,6, ,TRUE,Yes,No,Furniture Store,53.40679437,-6.27631935
947,IKEA,St. Margarets Road,,6, ,TRUE,Yes,No,Furniture Store,53.40679375,-6.276373506
948,IKEA,St. Margarets Road,,6, ,TRUE,Yes,No,Furniture Store,53.4067889,-6.27642783
949,IKEA,St. Margarets Road,,6, ,TRUE,Yes,No,Furniture Store,53.40678831,-6.276484336
950,Scoil Choilm National School,Porterstown Road,,2, , ,Yes,No,Primary School,53.37633026,-6.409176943
951,Scoil Choilm National School,Porterstown Road,,2, , ,Yes,No,Primary School,53.37637145,-6.409160354
952,Housing,Lanesborough Road,, , , ,Yes,No,Housing,53.40252638,-6.294866922
953,Housing,Lanesborough Court,, , , ,Yes,No,Housing,53.40484837,-6.293776497
954,Esso Service Station,R127,, , , ,Yes,No,Petrol Station,53.50098235,-6.194282236
955,Gulliver Retail Park,Northwood,,4, , ,Yes,No,Retail Park,53.40458327,-6.261282602
956,Gulliver Retail Park,Northwood,,4, , ,Yes,No,Retail Park,53.40455169,-6.261297192
957,Gulliver Retail Park,Northwood,,4, , ,Yes,No,Retail Park,53.40451951,-6.26131283
958,Gulliver Retail Park,Northwood,,4, , ,Yes,No,Retail Park,53.40448979,-6.261329391
959,Northpoint NCT Centre,Ballymun Road,,2, , ,Yes,No,NCT Centre,53.41041041,-6.26929259
960,Northpoint NCT Centre,Ballymun Road,,2, , ,Yes,No,NCT Centre,53.41037698,-6.269302821
961,Northpoint NCT Centre,Ballymun Road,,2, , ,Yes,No,NCT Centre,53.41003454,-6.268231388
962,Northpoint NCT Centre,Ballymun Road,,2, , ,Yes,No,NCT Centre,53.41000111,-6.268241619
963,ALSAA Sports and Leisure Centre,Swords Road,, , , ,Yes,No,Sports Club,53.42188363,-6.229551796
964,ALSAA Sports and Leisure Centre,Swords Road,, , , ,Yes,No,Sports Club,53.42196412,-6.229161278
965,Travelodge Airside,NA,,4, , ,Yes,No,Hotel,53.44941637,-6.224064562
966,Travelodge Airside,NA,,4, , ,Yes,No,Hotel,53.4493959,-6.224097423
967,Travelodge Airside,NA,,4, , ,Yes,No,Hotel,53.44937474,-6.224125148
968,Travelodge Airside,NA,,4, , ,Yes,No,Hotel,53.44935857,-6.224156797
969,Travelodge Castleknock,Navan Road,,6, , ,Yes,No,Hotel,53.38052818,-6.355979592
970,Travelodge Castleknock,Navan Road,,6, , ,Yes,No,Hotel,53.3805154,-6.355926984
971,Travelodge Castleknock,Navan Road,,6, , ,Yes,No,Hotel,53.38049917,-6.355857704
972,Travelodge Castleknock,Navan Road,,6, , ,Yes,No,Hotel,53.38048804,-6.355808393
973,Travelodge Castleknock,Navan Road,,6, , ,Yes,No,Hotel,53.3804799,-6.355771739
974,Travelodge Castleknock,Navan Road,,6, , ,Yes,No,Hotel,53.38046954,-6.355719709
975,Total Fitness,Blanchardstown Bypass,,4, , ,Yes,No,Gym,53.38414071,-6.363253582
976,Total Fitness,Blanchardstown Bypass,,4, , ,Yes,No,Gym,53.38415332,-6.363283298
977,Total Fitness,Blanchardstown Bypass,,4, , ,Yes,No,Gym,53.38416595,-6.363314649
978,Total Fitness,Blanchardstown Bypass,,4, , ,Yes,No,Gym,53.38417959,-6.363348408
979,Total Fitness,Blanchardstown Bypass,,4, , ,Yes,No,Gym,53.38422075,-6.363467637
980,Total Fitness,Blanchardstown Bypass,,4, , ,Yes,No,Gym,53.38423592,-6.363506236
981,Total Fitness,Blanchardstown Bypass,,4, , ,Yes,No,Gym,53.38424913,-6.363544094
982,Total Fitness,Blanchardstown Bypass,,4, , ,Yes,No,Gym,53.3842608,-6.363576297
983,12th Lock,Castleknock Marina,,2, , ,Yes,No,"Hotel, Pub, Marina",53.38228565,-6.366138658
984,12th Lock,Castleknock Marina,,2, , ,Yes,No,"Hotel, Pub, Marina",53.38227757,-6.366193061
985,Roselawn Shopping Centre,Roselawn Road,,4, ,TRUE,Yes,No,"Chemist, Newsagents, Supermarket, Hairdresser, Cafe, Shopping Centre, Pub",53.38307439,-6.381704251
986,Roselawn Shopping Centre,Roselawn Road,, , ,TRUE,Yes,No,"Chemist, Newsagents, Supermarket, Hairdresser, Cafe, Shopping Centre, Pub",53.38344752,-6.381932427
987,Doctors Surgery,Carpenterstown Road,, , , ,Yes,No,GP,53.37264774,-6.389688678
988,Clonsilla Inn,Clonsilla Road,, , , ,Yes,No,Pub,53.38260402,-6.407811532
989,Ongar Village,Main Street,, , , ,Yes,No,"Shopping Centre, Supermarket",53.39576613,-6.439851764
990,Craobh Chiarain GAA,N32,, , , ,Yes,No,Sports Club,53.40856602,-6.200294514
991,Craobh Chiarain GAA,N32,, , , ,Yes,No,Sports Club,53.40854092,-6.200311742
992,Malahide Rugby Club,Estuary Road,,,,,Yes,No,Sports Club,53.45833715,-6.187278381
993,Malahide Rugby Club,Estuary Road,,,,,Yes,No,Sports Club,53.45836086,-6.187509432
994,Swords Health Centre,Bridge Street,,,,,Yes,No,Health Centre,53.45998945,-6.22191791
995,Swords & District Credit Union,North Street,,,,,Yes,No,Credit Union,53.46087916,-6.219382412
996,Topaz Service Station,R127,,,,,Yes,No,Petrol Station,53.48669519,-6.197958476
997,Gardenworks Garden Centre,Back Road,,2,,,Yes,No,Garden Centre,53.43881277,-6.168698032
998,Gardenworks Garden Centre,Back Road,,2,,,Yes,No,Garden Centre,53.43883806,-6.168691368
999,Malahide Castle CarPark (near PlayGround),Back Road,,4,,,Yes,No,Park,53.44353165,-6.157484362
1000,Malahide Castle CarPark (near PlayGround),Back Road,,4,,,Yes,No,Park,53.44349644,-6.157485887
1001,Malahide Castle CarPark (near PlayGround),Back Road,,4,,,Yes,No,Park,53.44346417,-6.157487284
1002,Malahide Castle CarPark (near PlayGround),Back Road,,4,,,Yes,No,Park,53.44342901,-6.157491264
1003,St. Oliver Plunketts National School,Grove Road,,3,,,Yes,No,Primary School,53.44739976,-6.151193131
1004,St. Oliver Plunketts National School,Grove Road,,3,,,Yes,No,Primary School,53.4474,-6.151129713
1005,St. Oliver Plunketts National School,Grove Road,,3,,,Yes,No,Primary School,53.44740034,-6.151072425
1006,Naomh Mearnog GAA Club,Torcaill,,2,TRUE, ,TRUE, ,Sports Club,53.43753844,-6.142457321
1007,Naomh Mearnog GAA Club,Torcaill,,2,TRUE, ,TRUE, ,Sports Club,53.43745075,-6.142453024
1008,Naomh Mearnog GAA Club,Torcaill,,2,,,Yes,No,Sports Club,53.43754916,-6.142895338
1009,Naomh Mearnog GAA Club,Torcaill,,2,,,Yes,No,Sports Club,53.43751566,-6.142890908
1010,Portmarnock AFC Soccer Club,Off Limetree Avenue,,,,,Yes,No,Sports Club,53.44045349,-6.136262874
1011,White Sands Hotel,Strand Road,,,,,Yes,No,Hotel,53.435108,-6.123775495
1012,Hollywood Lakes Golf Club,Naul Road,,,,,Yes,No,Sports Club,53.55191851,-6.26781177
1013,Donabate Health Centre,St. Patricks Terrace,,,,,Yes,No,Health Centre,53.48555864,-6.147223034
1014,Ballycoolin Training Centre (Fingal County Council),Ballycoolin Business Park,,,,,Yes,No,Training Centre,53.40967043,-6.36120615
1015,Westmanstown Sports Centre and Golf Club,Luttrellstown Road,,2,,TRUE,Yes,No,Sports Club,53.38007418,-6.441736744
1016,Westmanstown Sports Centre and Golf Club,Luttrellstown Road,,2,,TRUE,Yes,No,Sports Club,53.38005247,-6.441663795
1017,Westmanstown Sports Centre and Golf Club,Luttrellstown Road,,2,,TRUE,Yes,No,Sports Club,53.37999645,-6.441395813
1018,Westmanstown Sports Centre and Golf Club,Luttrellstown Road,,2,,TRUE,Yes,No,Sports Club,53.38001487,-6.441465628
1019,Porterstown Park,Luttrellstown Road,,2,,,Yes,No,Park,53.37138401,-6.403684452
1020,Porterstown Park,Luttrellstown Road,,2,,,Yes,No,Park,53.37136171,-6.403595082
1021,Superquinn,The Plaza,,,,TRUE,Yes,No,Supermarket,53.41994553,-6.381809164
1022,Superquinn,The Plaza,,,,TRUE,Yes,No,Supermarket,53.41990293,-6.38179254
1023,Fingal County Council Building,GROVE ROAD,,4, ,TRUE,TRUE,TRUE,Local Authority,53.39063673,-6.393873235
1024,Fingal County Council Building,GROVE ROAD,,,,TRUE,Yes,No,Local Authority,53.39046031,-6.393587142
1025,St. Philip the Apostle Church,Mountview Road,,,,,Yes,No,Church,53.39086125,-6.407508655
1026,St. Philip the Apostle Church,Mountview Road,,,,,Yes,No,Church,53.390871,-6.407641748
1027,Mountview Community and Sports Centre,Whitechapel Road,,,,,Yes,No,"Community Centre, Sports Club",53.39005321,-6.405328342
1028,Mountview Community and Sports Centre,Whitechapel Road,,,,,Yes,No,"Community Centre, Sports Club",53.3900453,-6.405278896
1029,Hartstown Health Centre,Cherryfield Lawn,,2,,,Yes,No,Health Centre,53.39234762,-6.421328935
1030,Hartstown Health Centre,Cherryfield Lawn,,2,,,Yes,No,Health Centre,53.39231611,-6.421330101
1031,Scoil Grainne & Scoil Pobail Setanta National Schools,Phibblestown Wood,,2,,,Yes,No,Primary School,53.39826881,-6.435494855
1032,Scoil Grainne & Scoil Pobail Setanta National Schools,Phibblestown Wood,,2,,,Yes,No,Primary School,53.39824828,-6.435534023
1033,Rush & Lusk Train Station,Rush Road,,2,,TRUE,Yes,No,Train,53.52075391,-6.143850141
1034,Rush & Lusk Train Station,Rush Road,,2,,TRUE,Yes,No,Train,53.52073096,-6.143872873
1035,Rush & Lusk Train Station,Rush Road,,3,,TRUE,Yes,No,Train,53.52042259,-6.14394285
1036,Rush & Lusk Train Station,Rush Road,,3,,TRUE,Yes,No,Train,53.52044687,-6.143922234
1037,Rush & Lusk Train Station,Rush Road,,3,,TRUE,Yes,No,Train,53.52046989,-6.143903846
1038,Rush & Lusk Train Station,Rush Road,,4,,TRUE,Yes,No,Train,53.52079235,-6.143240106
1039,Rush & Lusk Train Station,Rush Road,,4,,TRUE,Yes,No,Train,53.52075907,-6.143265462
1040,Rush & Lusk Train Station,Rush Road,,4,,TRUE,Yes,No,Train,53.52072972,-6.143292819
1041,Rush & Lusk Train Station,Rush Road,,4,,TRUE,Yes,No,Train,53.52070421,-6.143317835
1042,Rush & Lusk Train Station,Rush Road,,2,,TRUE,Yes,No,Train,53.52061247,-6.143413101
1043,Rush & Lusk Train Station,Rush Road,,2,,TRUE,Yes,No,Train,53.52058829,-6.143440232
1044,Rush & Lusk Train Station,Rush Road,,,,,Yes,No,Train,53.52038409,-6.14363167
1045,Donabate Train Station,Hearse Road,,9, ,TRUE,TRUE, ,Train,53.48604524,-6.151265292
1046,Donabate Train Station,Hearse Road,,9, ,TRUE,TRUE, ,Train,53.48606867,-6.151262612
1047,Donabate Train Station,Hearse Road,,9, ,TRUE,TRUE, ,Train,53.48609199,-6.15125977
1048,Donabate Train Station,Hearse Road,,9,TRUE,TRUE,TRUE, ,Train,53.48611181,-6.151257907
1049,Donabate Train Station,Hearse Road,,9, ,TRUE,TRUE, ,Train,53.48613277,-6.151253754
1050,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.48615416,-6.151249784
1051,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.48617667,-6.15124674
1052,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.48619797,-6.15124444
1053,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.48622251,-6.15124062
1054,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.48621952,-6.151073652
1055,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.48619496,-6.151076784
1056,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.48617083,-6.151081272
1057,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.48614587,-6.15108511
1058,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.48612541,-6.151088063
1059,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.48610536,-6.151090996
1060,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.48608776,-6.151093138
1061,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.48606689,-6.151096109
1062,Donabate Train Station,Hearse Road,,9,,TRUE,Yes,,Train,53.48604066,-6.151097251
1063,Naomh Barrog GAA,Kilbarrack Parade,,2,,,Yes,No,Sports Club,53.39047491,-6.151670399
1064,Naomh Barrog GAA,Kilbarrack Parade,,2,,,Yes,No,Sports Club,53.39042921,-6.151696106
1065,Howth Junction Train Station,Kilbarrack Road,,,,,Yes,No,Train,53.39122733,-6.154515121
1066,Howth Junction Train Station,Kilbarrack Road,,,,,Yes,No,Train,53.39104088,-6.154033987
1067,LaVerna Day Centre,Grange Road,,,,,Yes,No,Health Centre,53.39788502,-6.138913337
1068,LaVerna Day Centre,Grange Road,,,,,Yes,No,Health Centre,53.39776695,-6.138947677
1069,LaVerna Day Centre,Grange Road,,,,,Yes,No,Health Centre,53.39767314,-6.1389722
1070,St. Marys Girls Primary School,Grange Road,,,,,Yes,No,Primary School,53.39781896,-6.138256675
1071,Baldoyle Library and Offices,Strand Road,,,,,Yes,No,Library,53.39698896,-6.125724426
1072,Breffni Gardens,Main Street,,,,,Yes,No,Housing,53.39747579,-6.126669766
1073,Sisters of Charity Convent,Main Street,,2,,,Yes,No,Convent,53.39824913,-6.127114748
1074,Sisters of Charity Convent,Main Street,,2,,,Yes,No,Convent,53.39830315,-6.127146295
1075,St Michaels House,Seapoint Avenue,,2,,,Yes,No,Health Centre,53.39792587,-6.128551437
1076,St Michaels House,Seapoint Avenue,,2,,,Yes,No,Health Centre,53.39796157,-6.128380288
1077,Sutton Golf Club,Burrow Road,,,,,Yes,No,Sports Club,53.39580041,-6.114915777
1078,St Fintans Church,Greenfield Road,,2,,,Yes,No,Church,53.38748452,-6.103846005
1079,St Fintans Church,Greenfield Road,,2,,,Yes,No,Church,53.38748604,-6.103753603
1080,St Fintans Church,Greenfield Road,,2,,,Yes,No,Church,53.38755652,-6.103542093
1081,St Fintans Church,Greenfield Road,,2,,,Yes,No,Church,53.38755561,-6.103484738
1082,Quay West Restaurant & Bar,Harbour Road,,2,,,Yes,No,Restaurant and Pub,53.3888359,-6.073350997
1083,Quay West Restaurant & Bar,Harbour Road,,2,,,Yes,No,Restaurant and Pub,53.38882647,-6.073305365
1084,St Marys Church,Howth Road,,2,,TRUE,No,No,Church,53.3883511,-6.079238564
1085,St Marys Church,Howth Road,,2,,TRUE,No,No,Church,53.38832957,-6.079240301
1086,Deerpark Hotel and Golf Club,Deerpark,,,,TRUE,Yes,No,Hotel and Sports Club,53.38070622,-6.077597939
1087,Radisson SAS Hotel,Dublin Airport,,,,,Yes,No,Hotel,53.42677194,-6.232894804
1088,Radisson SAS Hotel,Dublin Airport,,,,,Yes,No,Hotel,53.42672582,-6.232869365
1089,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42313032,-6.227619456
1090,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42313024,-6.227665708
1091,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42313177,-6.227717035
1092,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42313251,-6.227767108
1093,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42316788,-6.227565219
1094,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42319551,-6.227565353
1095,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42322391,-6.227565457
1096,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42325383,-6.227565495
1097,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42328374,-6.227564251
1098,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42331291,-6.227564323
1099,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42334207,-6.227564393
1100,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42337276,-6.2275644
1101,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42340191,-6.227563186
1102,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.4234326,-6.227563194
1103,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.423461,-6.227563296
1104,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42316926,-6.227864504
1105,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42319763,-6.227863322
1106,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42322677,-6.22786211
