"cosit","class","year","month","day","VehicleCount"
"000000001151","6","2020","4","24","73"
"000000020184","2","2020","4","24","5072"
"000000001631","3","2020","4","24","186"
"000000020811","2","2020","4","24","706"
"000000003182","5","2020","4","24","127"
"000000001831","5","2020","4","24","30"
"000000001102","3","2020","4","24","146"
"000000001011","5","2020","4","24","140"
"000000001581","4","2020","4","24","8"
"000000001069","7","2020","4","24","58"
"000000001801","1","2020","4","24","11"
"000000020201","1","2020","4","24","16"
"000000201082","1","2020","4","24","12"
"000000015012","1","2020","4","24","29"
"000000001561","4","2020","4","24","9"
"000000200711","1","2020","4","24","7"
"000000001121","1","2020","4","24","8"
"000000200811","0","2020","4","24","1"
"000000001033","6","2020","4","24","816"
"000000015001","4","2020","4","24","64"
"000000020014","2","2020","4","24","4385"
"000000020016","3","2020","4","24","595"
"000000020523","5","2020","4","24","170"
"000000020067","6","2020","4","24","36"
"000000001501","1","2020","4","24","107"
"000000001255","5","2020","4","24","312"
"000000020085","5","2020","4","24","280"
"000000020242","7","2020","4","24","29"
"000000001723","7","2020","4","24","33"
"000000020075","7","2020","4","24","63"
"000000020172","4","2020","4","24","40"
"000000001651","3","2020","4","24","136"
"000000020561","7","2020","4","24","30"
"000000003182","1","2020","4","24","4"
"000000001623","7","2020","4","24","36"
"000000020252","4","2020","4","24","22"
"000000001701","1","2020","4","24","3"
"000000208001","1","2020","4","24","15"
"000000020242","4","2020","4","24","9"
"000000001225","5","2020","4","24","36"
"000000001722","4","2020","4","24","3"
"000000020183","1","2020","4","24","19"
"000000001033","3","2020","4","24","1875"
"000000001113","3","2020","4","24","1827"
"000000001211","3","2020","4","24","373"
"000000020256","3","2020","4","24","990"
"000000201321","2","2020","4","24","4632"
"000000020062","5","2020","4","24","207"
"000000020224","2","2020","4","24","592"
"000000001011","1","2020","4","24","124"
"000000020907","1","2020","4","24","1"
"000000020036","4","2020","4","24","20"
"000000001722","7","2020","4","24","13"
"000000020182","4","2020","4","24","37"
"000000200812","1","2020","4","24","7"
"000000001222","1","2020","4","24","8"
"000000001681","4","2020","4","24","4"
"000000001651","2","2020","4","24","754"
"000000020256","2","2020","4","24","5418"
"000000001803","5","2020","4","24","46"
"000000001283","3","2020","4","24","583"
"000000001251","3","2020","4","24","156"
"000000001694","2","2020","4","24","452"
"000000001172","7","2020","4","24","39"
"000000020621","7","2020","4","24","37"
"000000001161","7","2020","4","24","20"
"000000001131","5","2020","4","24","60"
"000000001811","5","2020","4","24","122"
"000000202639","7","2020","4","24","16"
"000000003807","3","2020","4","24","10"
"000000001551","4","2020","4","24","5"
"000000001015","3","2020","4","24","1791"
"000000001033","2","2020","4","24","9799"
"000000001202","6","2020","4","24","364"
"000000001241","3","2020","4","24","319"
"000000001521","3","2020","4","24","247"
"000000001541","6","2020","4","24","192"
"000000020012","6","2020","4","24","1231"
"000000020012","3","2020","4","24","2180"
"000000020019","2","2020","4","24","3379"
"000000020067","2","2020","4","24","737"
"000000020091","2","2020","4","24","2862"
"000000020092","4","2020","4","24","26"
"000000020181","5","2020","4","24","165"
"000000020185","2","2020","4","24","1249"
"000000020258","6","2020","4","24","747"
"000000001715","3","2020","4","24","262"
"000000202104","5","2020","4","24","95"
"000000020046","3","2020","4","24","118"
"000000020523","1","2020","4","24","18"
"000000020204","7","2020","4","24","23"
"000000020611","4","2020","4","24","11"
"000000001692","4","2020","4","24","4"
"000000003806","4","2020","4","24","3"
"000000001113","2","2020","4","24","10125"
"000000001224","5","2020","4","24","87"
"000000001251","6","2020","4","24","162"
"000000001621","5","2020","4","24","80"
"000000020016","2","2020","4","24","1730"
"000000020082","6","2020","4","24","235"
"000000020118","2","2020","4","24","4636"
"000000020258","3","2020","4","24","1766"
"000000202103","3","2020","4","24","198"
"000000001508","4","2020","4","24","219"
"000000015002","3","2020","4","24","1528"
"000000020254","1","2020","4","24","105"
"000000001042","7","2020","4","24","21"
"000000001552","5","2020","4","24","74"
"000000001023","5","2020","4","24","144"
"000000001101","4","2020","4","24","9"
"000000001282","6","2020","4","24","237"
"000000001255","1","2020","4","24","26"
"000000001172","4","2020","4","24","21"
"000000001171","5","2020","4","24","73"
"000000003807","6","2020","4","24","19"
"000000020085","4","2020","4","24","17"
"000000001624","5","2020","4","24","36"
"000000020812","7","2020","4","24","26"
"000000001593","0","2020","4","24","1"
"000000020012","5","2020","4","24","435"
"000000202103","7","2020","4","24","19"
"000000001722","2","2020","4","24","872"
"000000020018","2","2020","4","24","2034"
"000000020721","2","2020","4","24","624"
"000000020089","5","2020","4","24","161"
"000000001692","3","2020","4","24","231"
"000000020812","6","2020","4","24","40"
"000000020171","7","2020","4","24","54"
"000000031021","7","2020","4","24","6"
"000000001651","1","2020","4","24","6"
"000000020019","1","2020","4","24","14"
"000000001717","1","2020","4","24","4"
"000000020016","1","2020","4","24","4"
"000000001251","5","2020","4","24","74"
"000000020031","3","2020","4","24","281"
"000000020082","5","2020","4","24","69"
"000000020172","2","2020","4","24","4630"
"000000020182","2","2020","4","24","3903"
"000000020211","7","2020","4","24","39"
"000000020242","2","2020","4","24","1016"
"000000020252","2","2020","4","24","1264"
"000000001681","2","2020","4","24","633"
"000000001771","2","2020","4","24","2133"
"000000020621","6","2020","4","24","172"
"000000001034","1","2020","4","24","289"
"000000001542","7","2020","4","24","21"
"000000020036","2","2020","4","24","440"
"000000020071","1","2020","4","24","92"
"000000001046","5","2020","4","24","74"
"000000001714","2","2020","4","24","156"
"000000020211","4","2020","4","24","25"
"000000001056","1","2020","4","24","16"
"000000001033","1","2020","4","24","44"
"000000015010","1","2020","4","24","34"
"000000001731","5","2020","4","24","62"
"000000001781","5","2020","4","24","72"
"000000020524","1","2020","4","24","10"
"000000001531","7","2020","4","24","17"
"000000020118","1","2020","4","24","19"
"000000001201","3","2020","4","24","382"
"000000020083","3","2020","4","24","428"
"000000200711","6","2020","4","24","134"
"000000020152","4","2020","4","24","22"
"000000020257","4","2020","4","24","62"
"000000003111","4","2020","4","24","30"
"000000001751","5","2020","4","24","45"
"000000001812","7","2020","4","24","2"
"000000001022","1","2020","4","24","9"
"000000001045","7","2020","4","24","29"
"000000001221","1","2020","4","24","25"
"000000001713","1","2020","4","24","3"
"000000003173","1","2020","4","24","2"
"000000001121","6","2020","4","24","102"
"000000001224","2","2020","4","24","2428"
"000000001504","3","2020","4","24","3950"
"000000001506","2","2020","4","24","13929"
"000000001741","6","2020","4","24","52"
"000000010113","3","2020","4","24","694"
"000000015012","6","2020","4","24","483"
"000000020111","6","2020","4","24","423"
"000000020212","3","2020","4","24","542"
"000000020076","1","2020","4","24","33"
"000000020061","3","2020","4","24","438"
"000000200714","6","2020","4","24","41"
"000000001017","1","2020","4","24","38"
"000000001256","7","2020","4","24","67"
"000000001801","6","2020","4","24","135"
"000000020861","2","2020","4","24","597"
"000000020093","4","2020","4","24","16"
"000000001071","1","2020","4","24","100"
"000000001092","7","2020","4","24","52"
"000000020301","4","2020","4","24","4"
"000000001191","4","2020","4","24","24"
"000000020525","1","2020","4","24","15"
"000000020117","3","2020","4","24","43"
"000000020013","1","2020","4","24","23"
"000000001782","4","2020","4","24","7"
"000000001169","2","2020","4","24","845"
"000000020078","5","2020","4","24","221"
"000000020721","3","2020","4","24","120"
"000000001013","4","2020","4","24","106"
"000000001503","4","2020","4","24","199"
"000000020172","3","2020","4","24","689"
"000000001593","3","2020","4","24","159"
"000000020086","7","2020","4","24","40"
"000000020118","5","2020","4","24","204"
"000000003802","1","2020","4","24","7"
"000000020253","7","2020","4","24","43"
"000000001711","7","2020","4","24","28"
"000000001714","3","2020","4","24","17"
"000000020671","1","2020","4","24","3"
"000000001661","1","2020","4","24","5"
"000000001057","3","2020","4","24","210"
"000000001090","6","2020","4","24","474"
"000000001303","2","2020","4","24","653"
"000000001771","3","2020","4","24","432"
"000000003172","3","2020","4","24","493"
"000000020182","6","2020","4","24","355"
"000000020242","6","2020","4","24","393"
"000000001111","3","2020","4","24","374"
"000000001723","6","2020","4","24","88"
"000000001242","3","2020","4","24","463"
"000000001623","6","2020","4","24","97"
"000000020036","3","2020","4","24","109"
"000000001031","6","2020","4","24","25"
"000000001113","5","2020","4","24","344"
"000000201321","1","2020","4","24","25"
"000000020067","5","2020","4","24","47"
"000000001051","6","2020","4","24","41"
"000000020032","7","2020","4","24","20"
"000000020591","7","2020","4","24","18"
"000000001090","3","2020","4","24","514"
"000000020211","5","2020","4","24","104"
"000000200720","2","2020","4","24","1887"
"000000001761","2","2020","4","24","1300"
"000000001052","3","2020","4","24","387"
"000000020071","4","2020","4","24","110"
"000000020242","3","2020","4","24","264"
"000000001723","3","2020","4","24","213"
"000000020256","7","2020","4","24","42"
"000000001051","3","2020","4","24","215"
"000000020524","7","2020","4","24","35"
"000000020561","6","2020","4","24","32"
"000000001500","0","2020","4","24","2"
"000000001624","3","2020","4","24","147"
"000000003173","5","2020","4","24","96"
"000000001085","3","2020","4","24","427"
"000000020064","5","2020","4","24","158"
"000000001331","6","2020","4","24","343"
"000000200715","4","2020","4","24","19"
"000000001712","4","2020","4","24","23"
"000000020082","4","2020","4","24","22"
"000000001283","1","2020","4","24","29"
"000000000997","2","2020","4","24","329"
"000000001202","4","2020","4","24","32"
"000000020046","1","2020","4","24","5"
"000000001221","5","2020","4","24","26"
"000000202103","1","2020","4","24","5"
"000000020078","0","2020","4","24","1"
"000000003807","1","2020","4","24","1"
"000000001671","7","2020","4","24","7"
"000000001623","3","2020","4","24","161"
"000000020021","5","2020","4","24","611"
"000000020075","3","2020","4","24","1197"
"000000020087","6","2020","4","24","893"
"000000020251","2","2020","4","24","1366"
"000000020254","6","2020","4","24","67"
"000000208001","2","2020","4","24","3915"
"000000001651","7","2020","4","24","28"
"000000003182","2","2020","4","24","1079"
"000000020071","7","2020","4","24","122"
"000000020153","5","2020","4","24","54"
"000000001113","7","2020","4","24","47"
"000000020019","7","2020","4","24","53"
"000000001258","7","2020","4","24","69"
"000000001681","3","2020","4","24","150"
"000000031021","5","2020","4","24","23"
"000000001031","3","2020","4","24","108"
"000000001034","7","2020","4","24","45"
"000000001842","1","2020","4","24","2"
"000000001717","7","2020","4","24","21"
"000000001531","5","2020","4","24","32"
"000000001014","5","2020","4","24","797"
"000000001506","3","2020","4","24","3288"
"000000020031","2","2020","4","24","1405"
"000000020084","6","2020","4","24","749"
"000000020092","2","2020","4","24","2139"
"000000020203","6","2020","4","24","539"
"000000020301","5","2020","4","24","38"
"000000200716","6","2020","4","24","472"
"000000001551","2","2020","4","24","727"
"000000001621","3","2020","4","24","279"
"000000020611","2","2020","4","24","1399"
"000000001073","4","2020","4","24","86"
"000000003181","6","2020","4","24","94"
"000000001811","3","2020","4","24","375"
"000000020861","6","2020","4","24","13"
"000000001132","7","2020","4","24","50"
"000000001731","1","2020","4","24","7"
"000000003806","2","2020","4","24","37"
"000000001715","1","2020","4","24","5"
"000000001241","1","2020","4","24","20"
"000000001713","5","2020","4","24","18"
"000000202301","4","2020","4","24","8"
"000000001034","3","2020","4","24","2505"
"000000001258","3","2020","4","24","2052"
"000000001716","2","2020","4","24","3927"
"000000003171","2","2020","4","24","1574"
"000000003802","2","2020","4","24","1552"
"000000015010","3","2020","4","24","2320"
"000000020118","3","2020","4","24","1048"
"000000001151","2","2020","4","24","946"
"000000020091","3","2020","4","24","697"
"000000001507","4","2020","4","24","62"
"000000020524","3","2020","4","24","271"
"000000020801","2","2020","4","24","1886"
"000000001173","7","2020","4","24","25"
"000000001052","7","2020","4","24","30"
"000000020018","4","2020","4","24","36"
"000000001271","1","2020","4","24","13"
"000000020255","1","2020","4","24","8"
"000000001051","7","2020","4","24","27"
"000000001173","4","2020","4","24","13"
"000000001051","4","2020","4","24","14"
"000000001252","1","2020","4","24","34"
"000000001254","1","2020","4","24","16"
"000000020721","4","2020","4","24","2"
"000000001522","1","2020","4","24","4"
"000000001524","5","2020","4","24","110"
"000000001593","2","2020","4","24","789"
"000000001701","2","2020","4","24","418"
"000000020062","6","2020","4","24","674"
"000000020065","5","2020","4","24","259"
"000000020087","3","2020","4","24","552"
"000000200812","2","2020","4","24","3292"
"000000001692","6","2020","4","24","190"
"000000015002","5","2020","4","24","248"
"000000020062","3","2020","4","24","602"
"000000020523","3","2020","4","24","569"
"000000001258","4","2020","4","24","30"
"000000001521","5","2020","4","24","110"
"000000020701","5","2020","4","24","48"
"000000001651","4","2020","4","24","13"
"000000020118","4","2020","4","24","46"
"000000020031","6","2020","4","24","35"
"000000015011","1","2020","4","24","39"
"000000000997","6","2020","4","24","7"
"000000020021","7","2020","4","24","41"
"000000001694","7","2020","4","24","16"
"000000020253","1","2020","4","24","24"
"000000031041","1","2020","4","24","1"
"000000001056","3","2020","4","24","137"
"000000020019","3","2020","4","24","1343"
"000000020071","3","2020","4","24","3063"
"000000020078","6","2020","4","24","1272"
"000000020091","6","2020","4","24","611"
"000000020185","3","2020","4","24","409"
"000000001661","2","2020","4","24","629"
"000000003115","5","2020","4","24","63"
"000000020671","2","2020","4","24","610"
"000000020067","3","2020","4","24","129"
"000000001012","1","2020","4","24","51"
"000000001694","6","2020","4","24","51"
"000000001253","1","2020","4","24","55"
"000000001717","3","2020","4","24","106"
"000000001090","7","2020","4","24","31"
"000000001771","4","2020","4","24","17"
"000000003172","4","2020","4","24","18"
"000000001090","4","2020","4","24","3"
"000000001031","7","2020","4","24","18"
"000000001703","1","2020","4","24","17"
"000000001593","1","2020","4","24","9"
"000000001831","1","2020","4","24","12"
"000000020011","6","2020","4","24","1805"
"000000001032","4","2020","4","24","54"
"000000001053","4","2020","4","24","6"
"000000001069","6","2020","4","24","111"
"000000200711","2","2020","4","24","751"
"000000020801","5","2020","4","24","101"
"000000003802","5","2020","4","24","138"
"000000001500","7","2020","4","24","72"
"000000001021","7","2020","4","24","26"
"000000001301","7","2020","4","24","33"
"000000001721","3","2020","4","24","130"
"000000001291","3","2020","4","24","132"
"000000200717","1","2020","4","24","3"
"000000001751","1","2020","4","24","5"
"000000020563","1","2020","4","24","9"
"000000001017","0","2020","4","24","19"
"000000001301","4","2020","4","24","2"
"000000001121","2","2020","4","24","881"
"000000001581","3","2020","4","24","164"
"000000015012","2","2020","4","24","5884"
"000000020074","6","2020","4","24","1407"
"000000020243","2","2020","4","24","2667"
"000000001223","3","2020","4","24","521"
"000000001801","2","2020","4","24","938"
"000000020908","1","2020","4","24","56"
"000000200719","3","2020","4","24","410"
"000000001065","7","2020","4","24","98"
"000000003171","5","2020","4","24","118"
"000000020044","7","2020","4","24","54"
"000000020119","4","2020","4","24","69"
"000000001169","3","2020","4","24","102"
"000000001169","6","2020","4","24","39"
"000000001679","7","2020","4","24","10"
"000000001058","1","2020","4","24","4"
"000000020184","1","2020","4","24","17"
"000000020521","4","2020","4","24","2"
"000000001114","6","2020","4","24","416"
"000000001632","2","2020","4","24","1223"
"000000001716","5","2020","4","24","191"
"000000200720","6","2020","4","24","667"
"000000001141","4","2020","4","24","16"
"000000001261","2","2020","4","24","1349"
"000000001741","2","2020","4","24","821"
"000000020061","2","2020","4","24","1656"
"000000020224","5","2020","4","24","65"
"000000020024","4","2020","4","24","19"
"000000001832","6","2020","4","24","8"
"000000001509","7","2020","4","24","88"
"000000001182","1","2020","4","24","30"
"000000001014","0","2020","4","24","5"
"000000001182","2","2020","4","24","2666"
"000000001661","3","2020","4","24","112"
"000000003171","6","2020","4","24","206"
"000000020011","4","2020","4","24","167"
"000000020079","6","2020","4","24","1265"
"000000020224","6","2020","4","24","114"
"000000020241","2","2020","4","24","1919"
"000000020801","6","2020","4","24","236"
"000000020205","2","2020","4","24","4216"
"000000201321","3","2020","4","24","650"
"000000020022","1","2020","4","24","29"
"000000003801","4","2020","4","24","9"
"000000020066","1","2020","4","24","15"
"000000001761","7","2020","4","24","27"
"000000001070","1","2020","4","24","52"
"000000001169","4","2020","4","24","6"
"000000020051","1","2020","4","24","6"
"000000001693","7","2020","4","24","9"
"000000001016","2","2020","4","24","5021"
"000000020563","2","2020","4","24","933"
"000000200717","2","2020","4","24","893"
"000000001771","5","2020","4","24","95"
"000000020088","5","2020","4","24","126"
"000000020522","6","2020","4","24","210"
"000000020255","5","2020","4","24","99"
"000000031031","7","2020","4","24","50"
"000000200812","5","2020","4","24","244"
"000000001054","2","2020","4","24","665"
"000000001223","4","2020","4","24","18"
"000000003802","3","2020","4","24","314"
"000000020221","6","2020","4","24","57"
"000000001252","7","2020","4","24","19"
"000000001069","4","2020","4","24","8"
"000000020671","3","2020","4","24","54"
"000000001522","7","2020","4","24","27"
"000000020802","1","2020","4","24","40"
"000000020251","7","2020","4","24","6"
"000000001201","0","2020","4","24","1"
"000000001502","6","2020","4","24","4195"
"000000020079","2","2020","4","24","2284"
"000000020153","3","2020","4","24","259"
"000000020202","2","2020","4","24","2165"
"000000020223","2","2020","4","24","3705"
"000000001694","3","2020","4","24","111"
"000000020087","7","2020","4","24","49"
"000000020522","2","2020","4","24","1011"
"000000020062","7","2020","4","24","42"
"000000020523","7","2020","4","24","65"
"000000003115","7","2020","4","24","15"
"000000000997","5","2020","4","24","301"
"000000001242","1","2020","4","24","27"
"000000001057","1","2020","4","24","9"
"000000020018","1","2020","4","24","8"
"000000001169","0","2020","4","24","8"
"000000001714","1","2020","4","24","2"
"000000001507","3","2020","4","24","2209"
"000000001832","2","2020","4","24","187"
"000000015001","6","2020","4","24","1815"
"000000001223","2","2020","4","24","3403"
"000000001716","1","2020","4","24","33"
"000000020091","5","2020","4","24","164"
"000000001033","5","2020","4","24","427"
"000000001086","4","2020","4","24","12"
"000000001711","4","2020","4","24","32"
"000000015011","7","2020","4","24","42"
"000000001681","6","2020","4","24","38"
"000000001173","6","2020","4","24","100"
"000000020221","4","2020","4","24","26"
"000000020522","4","2020","4","24","13"
"000000001056","7","2020","4","24","7"
"000000001842","4","2020","4","24","8"
"000000001694","5","2020","4","24","30"
"000000001523","4","2020","4","24","5"
"000000031041","4","2020","4","24","7"
"000000001052","6","2020","4","24","126"
